Ano,PAIS,TIPO_PLANTACAO,TEMPERATURA_MEDIA_C,TOTAL_PRECIPITACAO_MM,EMISSAO_CO2_MT,EVENTOS_TEMPERATURA_EXTREMA,ACESSO_IRRIGACAO_%,SAUDE_DO_SOLO,ESTRATEGIA_ADAPTACAO,IMPACTO_ECONOMICO_USD,NIVEL_CO2
2019,China,Barley,17.46,1473.64,7.18,10,30.64,78.78,No Adaptation,725.49,BAIXO
2013,Nigeria,Cotton,9.41,713.04,12.79,7,21.52,81.02,Organic Farming,441.53,MEDIO
2023,India,Barley,5.34,286.49,24.96,6,55.74,61.58,Water Management,406.24,MEDIO
1996,Brazil,Corn,8.19,1001.89,3.07,10,40.44,34.49,Organic Farming,569.01,BAIXO
2001,Russia,Sugarcane,-4.31,295.04,18.25,4,82.27,49.65,No Adaptation,431.26,MEDIO
2000,Canada,Soybeans,3.11,2937.44,24.14,3,46.7,57.92,Crop Rotation,280.91,MEDIO
2019,USA,Fruits,0.17,702.61,26.81,3,77.93,58.19,Drought-resistant Crops,127.56,MEDIO
2022,Australia,Wheat,9.96,1091.31,18.92,9,32.36,33.39,Crop Rotation,178.9,MEDIO
1999,Canada,Coffee,8.82,381.95,28.68,5,86.78,76.14,Organic Farming,294.83,MEDIO
1998,Argentina,Barley,8.61,1994.55,8.78,1,94.88,39.54,Drought-resistant Crops,725.98,BAIXO
2022,Australia,Rice,14.93,2953.54,3.66,2,92.94,65.31,No Adaptation,889.77,BAIXO
2019,Nigeria,Wheat,7.02,1332.46,19.97,0,79.32,53.33,Water Management,852.28,MEDIO
2004,Nigeria,Corn,-3.61,2608.95,27.71,3,43.32,79.38,Water Management,389.62,MEDIO
2002,Canada,Corn,18.39,2121.51,8.15,10,17.71,98.56,Organic Farming,855.22,BAIXO
1990,Argentina,Barley,18.38,398.45,21.62,8,89.37,39.44,Organic Farming,1001.23,MEDIO
1993,France,Corn,13.01,973.64,10.25,7,22.56,68.0,Organic Farming,946.72,MEDIO
2014,Russia,Wheat,17.85,2377.78,13.0,9,32.25,94.87,Water Management,1108.77,MEDIO
2021,Australia,Barley,27.64,1852.15,9.12,7,57.64,63.62,Crop Rotation,211.89,BAIXO
1992,China,Cotton,4.19,2413.13,18.27,3,58.59,40.45,Organic Farming,422.32,MEDIO
2014,Russia,Corn,-3.44,1528.69,15.08,3,59.09,88.99,No Adaptation,301.06,MEDIO
2006,Australia,Wheat,14.93,2876.87,6.78,7,75.41,52.17,Crop Rotation,347.47,BAIXO
2023,USA,Sugarcane,-4.3,2207.94,26.66,3,86.02,34.12,No Adaptation,703.45,MEDIO
1999,Australia,Cotton,16.33,239.4,13.1,8,43.21,78.29,No Adaptation,572.65,MEDIO
2019,India,Coffee,12.44,2300.43,24.86,9,79.1,95.47,No Adaptation,805.37,MEDIO
2013,USA,Coffee,9.54,1835.45,2.29,7,57.95,62.48,No Adaptation,884.81,BAIXO
2020,Russia,Coffee,12.38,596.13,27.64,7,94.44,71.73,Drought-resistant Crops,812.97,MEDIO
2015,USA,Sugarcane,21.55,2771.48,8.03,10,52.92,44.11,Water Management,720.45,BAIXO
1996,Brazil,Barley,11.19,346.67,14.51,1,23.17,63.67,Organic Farming,209.66,MEDIO
2003,USA,Fruits,29.0,1583.82,16.79,8,11.39,96.45,Water Management,346.02,MEDIO
1999,Nigeria,Sugarcane,-3.15,1450.48,18.34,3,76.57,57.52,Water Management,107.58,MEDIO
2004,Canada,Vegetables,32.58,2028.29,14.6,5,94.2,75.55,Crop Rotation,338.19,MEDIO
1993,India,Sugarcane,16.35,1511.86,5.37,8,10.61,70.39,Crop Rotation,1229.29,BAIXO
2021,Nigeria,Vegetables,22.44,1123.76,16.67,10,26.83,83.32,Organic Farming,735.88,MEDIO
2024,India,Vegetables,12.88,2513.63,11.45,7,98.51,56.84,Drought-resistant Crops,1191.47,MEDIO
2014,USA,Cotton,3.45,617.32,20.53,1,95.6,96.98,Drought-resistant Crops,309.67,MEDIO
2000,Nigeria,Rice,21.34,629.94,18.29,2,20.66,40.12,Organic Farming,582.46,MEDIO
1996,Brazil,Soybeans,-4.37,2554.86,0.82,10,19.47,79.53,Drought-resistant Crops,458.5,BAIXO
1994,USA,Wheat,25.58,514.93,25.84,9,37.11,35.49,Organic Farming,621.76,MEDIO
2009,Nigeria,Fruits,27.59,2268.05,12.79,1,71.86,43.52,No Adaptation,993.68,MEDIO
2001,Russia,Cotton,28.16,1401.41,7.99,4,59.07,56.54,Drought-resistant Crops,1220.89,BAIXO
2004,Nigeria,Corn,26.61,2086.66,29.56,2,77.5,96.22,Crop Rotation,775.37,MEDIO
2007,Argentina,Barley,15.73,1923.15,15.1,6,76.49,39.31,No Adaptation,1053.2,MEDIO
1996,France,Fruits,-0.22,2121.11,8.06,3,15.98,75.77,Crop Rotation,717.71,BAIXO
2022,India,Sugarcane,5.75,2173.17,29.15,0,85.43,37.53,Organic Farming,923.47,MEDIO
1999,Nigeria,Cotton,4.76,743.26,14.31,8,73.67,39.17,Organic Farming,303.82,MEDIO
2015,France,Soybeans,25.61,1261.11,3.63,9,76.22,85.83,Water Management,296.01,BAIXO
1991,Nigeria,Rice,9.82,865.03,7.03,6,14.26,40.61,No Adaptation,164.06,BAIXO
2022,France,Sugarcane,2.71,2857.91,26.95,8,86.97,42.46,Water Management,175.71,MEDIO
2018,Canada,Vegetables,18.98,2249.85,29.06,1,43.27,39.03,Water Management,570.09,MEDIO
2023,Nigeria,Vegetables,13.36,389.31,6.22,10,47.78,63.85,Water Management,1912.19,BAIXO
2019,Nigeria,Sugarcane,12.29,339.11,10.03,2,55.14,37.48,No Adaptation,308.42,MEDIO
1991,USA,Barley,-2.93,1859.41,16.34,6,61.66,35.93,Water Management,464.59,MEDIO
2023,Argentina,Wheat,10.55,2024.06,17.24,7,97.89,38.59,Drought-resistant Crops,773.61,MEDIO
2020,Brazil,Soybeans,23.28,2170.17,23.52,0,62.77,80.96,Organic Farming,682.22,MEDIO
2001,Argentina,Vegetables,13.88,467.32,17.94,2,95.21,39.97,Crop Rotation,293.67,MEDIO
1995,Russia,Rice,8.32,1399.13,28.52,5,52.72,59.62,Organic Farming,285.09,MEDIO
2001,France,Coffee,16.56,2000.51,1.82,3,22.14,78.86,Organic Farming,1749.95,BAIXO
2010,USA,Corn,30.04,2100.69,13.17,6,35.47,80.13,Water Management,1073.79,MEDIO
2000,China,Vegetables,6.46,2028.72,7.61,8,32.64,53.15,Organic Farming,422.61,BAIXO
1997,China,Corn,17.06,390.9,29.55,7,98.16,63.6,Water Management,657.26,MEDIO
2000,Argentina,Cotton,17.86,929.77,16.21,5,19.76,96.48,Water Management,644.76,MEDIO
2020,Australia,Rice,3.33,2823.76,8.24,9,48.61,95.39,No Adaptation,243.54,BAIXO
2007,Canada,Corn,25.25,624.0,5.03,7,30.61,97.79,No Adaptation,779.38,BAIXO
2017,Nigeria,Cotton,22.91,1715.06,28.67,9,23.75,78.71,Organic Farming,1605.15,MEDIO
2001,China,Barley,4.16,613.44,22.91,7,94.43,76.07,Drought-resistant Crops,570.19,MEDIO
2006,USA,Sugarcane,-1.97,2776.71,17.8,3,10.37,99.06,Drought-resistant Crops,446.97,MEDIO
2016,Nigeria,Vegetables,20.89,1710.17,14.74,7,11.55,80.75,Water Management,522.28,MEDIO
1993,Nigeria,Cotton,30.75,2987.93,12.82,3,54.54,61.03,Water Management,263.64,MEDIO
2018,Russia,Corn,32.04,1742.68,13.87,6,63.46,43.6,Crop Rotation,1597.14,MEDIO
2017,Australia,Corn,28.85,986.13,17.14,0,92.1,42.47,Organic Farming,311.54,MEDIO
2006,Brazil,Soybeans,13.71,2101.53,28.82,6,20.36,83.55,Water Management,1854.46,MEDIO
1994,Argentina,Rice,13.24,2474.75,28.16,7,47.1,36.52,No Adaptation,597.19,MEDIO
2003,Nigeria,Fruits,11.35,1226.52,1.55,4,56.24,96.35,Organic Farming,859.94,BAIXO
2012,Brazil,Wheat,-4.5,1595.06,20.63,2,35.31,93.66,Organic Farming,315.28,MEDIO
2007,Argentina,Rice,12.71,2389.79,18.03,7,13.52,95.55,Organic Farming,2031.56,MEDIO
2001,Canada,Wheat,13.9,1893.88,7.02,4,73.37,64.82,No Adaptation,1252.66,BAIXO
1995,Canada,Vegetables,1.0,985.16,21.96,6,26.57,76.9,Drought-resistant Crops,60.86,MEDIO
1999,Canada,Rice,22.8,1944.82,27.57,3,50.09,85.75,Water Management,934.28,MEDIO
2001,USA,Barley,20.56,1520.09,2.23,7,35.08,54.23,Crop Rotation,990.29,BAIXO
2010,Brazil,Fruits,23.36,2612.62,2.0,1,48.3,61.51,Water Management,595.44,BAIXO
2022,USA,Vegetables,18.92,740.66,16.4,4,27.51,62.97,Crop Rotation,448.36,MEDIO
1993,USA,Corn,14.3,1000.73,23.55,5,17.21,58.73,Organic Farming,459.67,MEDIO
2012,USA,Barley,9.13,1937.08,20.92,1,32.78,91.91,Organic Farming,576.68,MEDIO
1994,USA,Corn,-1.96,1435.48,17.05,8,45.72,74.43,Water Management,1074.21,MEDIO
2010,Nigeria,Soybeans,33.56,2952.27,22.86,5,97.76,96.05,Crop Rotation,427.01,MEDIO
1991,Russia,Soybeans,20.07,519.91,29.89,6,69.0,84.2,Water Management,611.25,MEDIO
2009,China,Coffee,10.4,911.47,29.37,6,55.4,70.57,Water Management,1774.79,MEDIO
2009,India,Fruits,21.04,2872.17,10.56,5,75.9,90.84,Water Management,775.06,MEDIO
2014,Canada,Corn,20.35,1143.48,26.37,1,77.8,43.14,No Adaptation,373.56,MEDIO
1991,India,Fruits,-2.82,2041.6,2.7,8,67.72,69.86,Crop Rotation,1324.72,BAIXO
1990,Russia,Soybeans,1.33,2111.83,21.4,8,35.7,34.22,Drought-resistant Crops,988.09,MEDIO
2006,USA,Corn,28.74,845.66,8.48,5,74.12,87.51,Organic Farming,1013.46,BAIXO
2010,Brazil,Fruits,22.26,2181.13,11.93,2,32.43,99.22,Crop Rotation,672.73,MEDIO
1990,China,Corn,12.68,1996.64,25.18,6,29.34,96.74,No Adaptation,319.7,MEDIO
1995,Australia,Rice,6.55,1285.69,23.64,10,27.17,38.93,Organic Farming,1321.09,MEDIO
1997,Canada,Rice,3.51,1278.35,20.15,8,71.11,83.55,Organic Farming,175.2,MEDIO
2001,India,Barley,21.96,1177.96,20.45,3,52.82,79.52,Crop Rotation,466.81,MEDIO
2012,Argentina,Soybeans,7.18,2453.34,0.52,8,94.18,59.56,Crop Rotation,271.56,BAIXO
2011,USA,Coffee,5.22,1643.34,28.69,4,40.64,33.28,Crop Rotation,418.75,MEDIO
2016,Brazil,Corn,-2.75,2838.43,13.91,3,47.04,48.99,No Adaptation,262.85,MEDIO
2008,China,Vegetables,26.35,2735.8,17.4,3,97.92,60.1,Crop Rotation,1556.81,MEDIO
2011,India,Soybeans,29.99,426.81,24.09,5,12.3,57.93,Water Management,978.7,MEDIO
2017,Nigeria,Coffee,16.19,2402.62,24.49,6,74.74,32.91,No Adaptation,1547.62,MEDIO
2014,Australia,Vegetables,17.44,304.0,19.73,9,22.97,67.8,No Adaptation,1164.61,MEDIO
2010,Brazil,Coffee,25.84,1099.08,22.49,8,65.81,83.85,Drought-resistant Crops,1688.82,MEDIO
1992,Nigeria,Sugarcane,15.27,2648.64,14.86,10,78.31,43.02,Organic Farming,2130.32,MEDIO
1990,Argentina,Corn,11.81,2412.68,21.37,9,13.86,54.26,Water Management,275.96,MEDIO
1990,Argentina,Rice,26.7,790.69,27.16,6,59.14,67.62,Organic Farming,205.92,MEDIO
2019,Brazil,Vegetables,15.21,2319.49,6.88,0,35.06,63.01,No Adaptation,926.44,BAIXO
2018,France,Fruits,34.08,1135.73,17.4,1,80.64,81.89,Crop Rotation,600.84,MEDIO
2013,France,Soybeans,33.03,1606.76,5.14,2,67.01,62.36,No Adaptation,640.47,BAIXO
2016,France,Rice,19.19,1469.04,5.61,4,34.34,55.92,Organic Farming,643.59,BAIXO
2009,Russia,Sugarcane,24.78,1431.14,23.81,6,11.42,48.88,Organic Farming,756.8,MEDIO
2016,India,Wheat,11.92,530.14,25.51,0,13.03,59.97,Water Management,757.48,MEDIO
2007,USA,Vegetables,14.72,2868.68,13.76,8,35.64,77.35,No Adaptation,693.69,MEDIO
2002,China,Coffee,3.41,1520.12,25.23,6,65.5,65.02,Crop Rotation,264.4,MEDIO
1990,Russia,Fruits,3.82,262.78,16.42,4,26.71,92.78,Organic Farming,683.06,MEDIO
2004,Canada,Fruits,1.4,2912.08,12.92,8,32.21,45.91,Organic Farming,262.75,MEDIO
2018,USA,Sugarcane,30.86,1723.81,23.63,8,55.61,30.4,Drought-resistant Crops,625.98,MEDIO
2022,Nigeria,Sugarcane,19.59,2514.47,10.47,0,44.06,91.73,No Adaptation,1676.41,MEDIO
2023,China,Wheat,27.33,885.76,21.86,0,22.81,76.72,Crop Rotation,941.11,MEDIO
1993,USA,Soybeans,7.98,662.13,18.44,2,90.54,98.13,Drought-resistant Crops,177.14,MEDIO
1990,China,Soybeans,20.57,1747.67,19.33,4,82.46,82.98,Organic Farming,1428.87,MEDIO
1995,Brazil,Sugarcane,-0.94,1783.12,27.44,9,76.5,76.9,Drought-resistant Crops,386.23,MEDIO
2000,Argentina,Soybeans,17.33,2386.39,10.92,9,14.97,42.83,No Adaptation,1055.56,MEDIO
2010,Australia,Soybeans,3.3,1083.02,4.62,10,71.43,38.36,Drought-resistant Crops,128.12,BAIXO
1999,USA,Wheat,33.52,1045.38,20.83,10,51.66,39.72,Drought-resistant Crops,932.62,MEDIO
2016,Nigeria,Soybeans,24.52,971.38,25.32,5,88.79,34.75,Drought-resistant Crops,488.78,MEDIO
1999,Brazil,Soybeans,12.9,1315.09,3.82,3,88.74,74.89,No Adaptation,1228.28,BAIXO
2006,Australia,Soybeans,28.12,764.0,6.53,10,93.95,39.62,No Adaptation,351.86,BAIXO
2006,USA,Rice,9.1,1952.67,12.89,6,24.98,60.09,No Adaptation,319.19,MEDIO
2004,China,Sugarcane,7.17,386.29,10.3,7,82.53,57.18,Organic Farming,474.51,MEDIO
1990,Canada,Cotton,16.89,2604.51,7.04,5,11.39,31.97,Organic Farming,498.39,BAIXO
1992,Canada,Wheat,24.32,2146.78,26.74,4,93.74,53.45,Drought-resistant Crops,845.26,MEDIO
2019,India,Wheat,6.54,1232.89,9.43,4,29.82,84.45,Drought-resistant Crops,80.48,BAIXO
2002,USA,Vegetables,27.07,2860.04,3.74,6,99.03,30.2,Water Management,777.76,BAIXO
2017,Argentina,Rice,24.06,2598.42,13.47,9,74.3,74.19,No Adaptation,1244.98,MEDIO
2018,USA,Coffee,2.67,489.64,28.4,3,74.25,82.23,Water Management,840.24,MEDIO
1997,USA,Wheat,11.85,901.7,24.94,9,24.73,94.45,No Adaptation,682.73,MEDIO
1992,Russia,Wheat,3.29,1277.89,3.32,7,35.84,74.08,Drought-resistant Crops,701.94,BAIXO
2016,Brazil,Coffee,-2.34,1062.84,14.94,6,91.15,64.6,Water Management,551.59,MEDIO
2024,China,Coffee,28.01,2720.88,11.76,9,92.86,94.67,Crop Rotation,596.23,MEDIO
2014,Nigeria,Vegetables,29.84,1125.87,25.9,7,26.1,92.74,No Adaptation,1246.28,MEDIO
2016,Canada,Fruits,29.22,1248.19,9.64,5,72.87,55.46,Water Management,843.68,BAIXO
2016,Nigeria,Vegetables,27.66,940.42,8.86,10,60.67,89.87,Water Management,396.5,BAIXO
1993,Canada,Soybeans,24.27,2228.6,0.93,6,93.79,81.79,No Adaptation,361.61,BAIXO
2002,Argentina,Vegetables,24.63,643.69,7.97,0,53.17,51.0,Water Management,391.56,BAIXO
2019,India,Coffee,25.55,276.15,13.67,1,84.86,95.89,Organic Farming,901.83,MEDIO
2013,USA,Wheat,28.64,1003.4,10.6,9,46.35,77.76,Drought-resistant Crops,456.22,MEDIO
1995,USA,Sugarcane,22.21,2768.68,28.51,10,45.62,96.68,Drought-resistant Crops,1179.66,MEDIO
2019,China,Vegetables,20.14,739.28,22.89,4,66.34,58.21,Drought-resistant Crops,916.32,MEDIO
1994,Argentina,Vegetables,6.24,1804.04,3.13,1,85.08,87.91,Drought-resistant Crops,397.58,BAIXO
1996,Nigeria,Fruits,18.41,2374.62,8.03,4,24.79,93.21,Drought-resistant Crops,1836.05,BAIXO
2021,Russia,Coffee,27.61,2456.63,23.7,8,27.8,43.36,Crop Rotation,250.81,MEDIO
2017,Australia,Corn,-1.46,2650.71,2.66,2,77.65,48.58,Crop Rotation,696.4,BAIXO
1991,India,Soybeans,-3.53,1515.32,17.09,9,88.52,58.73,Water Management,258.87,MEDIO
2001,Russia,Cotton,24.08,273.76,16.36,1,62.85,37.69,Crop Rotation,320.53,MEDIO
2019,Russia,Vegetables,15.17,1514.78,12.57,1,18.63,88.13,No Adaptation,768.25,MEDIO
2024,Russia,Soybeans,-2.01,268.86,1.24,8,30.97,36.17,Organic Farming,763.99,BAIXO
1992,Russia,Rice,-0.17,1689.34,22.1,2,79.72,78.96,No Adaptation,256.77,MEDIO
2024,Nigeria,Rice,0.7,472.59,11.18,2,62.78,98.47,Organic Farming,648.51,MEDIO
2024,Russia,Coffee,-4.51,1755.87,4.65,6,66.46,92.23,Drought-resistant Crops,392.22,BAIXO
1993,USA,Coffee,6.55,1451.19,4.26,7,27.97,36.04,Crop Rotation,1006.88,BAIXO
2016,Nigeria,Cotton,3.55,228.6,10.36,4,25.52,87.96,Drought-resistant Crops,983.44,MEDIO
2014,France,Coffee,14.32,2695.06,4.4,1,35.73,45.65,Crop Rotation,413.46,BAIXO
1998,Brazil,Cotton,19.95,1147.78,4.27,2,30.08,42.78,Drought-resistant Crops,1243.85,BAIXO
1993,Australia,Fruits,14.82,2635.32,2.68,7,13.46,50.21,No Adaptation,1318.63,BAIXO
2011,Russia,Rice,-1.84,1814.87,17.11,7,75.24,45.82,Water Management,743.91,MEDIO
1994,Australia,Rice,-4.86,1336.07,28.01,4,92.65,98.05,Crop Rotation,685.29,MEDIO
2008,Australia,Soybeans,-1.95,2127.48,19.75,6,60.02,72.19,Water Management,111.67,MEDIO
2005,Canada,Barley,18.74,1645.58,24.21,6,37.11,56.76,Crop Rotation,1039.44,MEDIO
2016,Australia,Barley,-0.98,1148.11,25.7,1,67.17,49.0,Drought-resistant Crops,194.53,MEDIO
2012,USA,Coffee,7.35,635.39,5.17,1,48.92,51.8,Organic Farming,307.33,BAIXO
2015,Argentina,Fruits,6.47,2336.04,12.6,7,56.68,42.02,Drought-resistant Crops,142.3,MEDIO
2013,Argentina,Wheat,14.59,1892.03,16.47,4,94.63,82.13,Organic Farming,2007.91,MEDIO
2019,India,Rice,31.48,927.87,0.81,3,98.41,72.46,Organic Farming,656.87,BAIXO
1993,Nigeria,Cotton,23.28,2103.81,13.49,10,20.58,97.43,Drought-resistant Crops,1325.73,MEDIO
2022,Australia,Rice,-2.88,1431.14,18.01,0,98.49,72.1,Water Management,620.28,MEDIO
2010,Russia,Barley,7.94,325.52,27.02,0,67.91,38.64,Drought-resistant Crops,593.17,MEDIO
1991,Canada,Fruits,26.83,1762.84,26.07,6,49.99,76.83,Water Management,314.99,MEDIO
2009,Russia,Barley,14.44,722.37,18.04,4,69.73,87.66,Organic Farming,434.57,MEDIO
2003,Nigeria,Wheat,-2.1,2705.41,20.35,6,60.0,54.34,Organic Farming,384.51,MEDIO
2017,Nigeria,Corn,0.16,2720.38,15.68,8,62.12,86.73,Drought-resistant Crops,1044.74,MEDIO
2011,Brazil,Soybeans,-4.35,855.35,19.4,0,57.94,42.26,Crop Rotation,693.03,MEDIO
2021,Brazil,Sugarcane,16.6,1033.31,7.22,0,88.11,81.77,Crop Rotation,579.99,BAIXO
2010,Argentina,Barley,28.39,2579.91,6.33,7,13.57,56.81,Crop Rotation,539.05,BAIXO
2020,France,Coffee,28.27,840.63,4.5,1,70.45,68.21,Organic Farming,799.99,BAIXO
2015,Canada,Coffee,3.46,458.46,18.99,10,71.35,43.16,No Adaptation,59.17,MEDIO
2007,Russia,Rice,21.27,1221.39,22.98,2,45.7,82.96,Crop Rotation,797.01,MEDIO
2001,Russia,Coffee,5.83,2574.28,27.85,4,97.02,51.93,Water Management,79.42,MEDIO
2008,Australia,Barley,6.37,2333.36,15.97,9,56.41,30.43,Crop Rotation,307.18,MEDIO
2016,France,Coffee,0.17,455.79,5.55,10,36.83,70.85,Organic Farming,376.77,BAIXO
2020,Australia,Cotton,16.47,2884.25,26.14,9,95.12,98.91,Water Management,670.08,MEDIO
1990,Australia,Barley,4.39,1531.7,3.74,3,94.21,65.18,No Adaptation,636.45,BAIXO
2007,Russia,Barley,23.0,2901.8,21.11,6,29.78,92.73,Organic Farming,820.55,MEDIO
1991,France,Barley,26.95,437.46,5.33,6,86.74,93.46,Organic Farming,623.35,BAIXO
1997,Canada,Rice,20.28,2674.64,0.69,2,58.57,31.02,Drought-resistant Crops,283.58,BAIXO
2007,Australia,Coffee,5.32,1928.07,10.21,8,19.7,74.15,Water Management,310.89,MEDIO
1990,Canada,Coffee,24.1,966.74,13.03,10,42.17,66.85,Water Management,320.64,MEDIO
2002,India,Corn,5.94,371.87,29.64,2,64.04,77.46,Organic Farming,921.74,MEDIO
2020,Russia,Wheat,6.87,862.59,20.69,9,77.21,98.62,No Adaptation,176.62,MEDIO
2012,Russia,Soybeans,9.84,497.92,4.5,3,28.2,75.19,Crop Rotation,119.02,BAIXO
2015,France,Corn,11.93,919.97,17.01,4,88.8,69.54,Crop Rotation,588.04,MEDIO
2018,Australia,Barley,29.97,953.92,27.56,5,30.04,37.5,No Adaptation,800.01,MEDIO
2000,USA,Fruits,3.19,501.17,13.98,3,41.4,82.26,Organic Farming,920.66,MEDIO
2012,France,Sugarcane,33.42,2523.44,5.64,4,47.05,85.32,No Adaptation,1773.86,BAIXO
2023,France,Sugarcane,19.65,2007.26,11.8,5,60.04,37.71,Crop Rotation,664.8,MEDIO
1990,India,Wheat,26.72,1630.15,22.54,1,35.0,42.89,Organic Farming,295.24,MEDIO
2005,Canada,Vegetables,17.82,407.96,9.17,3,66.62,65.04,Organic Farming,1007.08,BAIXO
2009,Canada,Coffee,25.32,2828.19,27.82,9,54.19,66.63,No Adaptation,312.43,MEDIO
1991,India,Vegetables,23.64,1385.82,22.19,5,45.74,54.15,No Adaptation,701.88,MEDIO
1990,Nigeria,Corn,10.27,2867.62,2.68,10,32.1,38.14,No Adaptation,1234.94,BAIXO
1995,China,Sugarcane,21.74,2645.21,3.01,6,40.84,93.82,Organic Farming,795.87,BAIXO
2019,USA,Vegetables,17.07,2402.94,27.68,10,47.19,64.43,Organic Farming,1848.78,MEDIO
1994,USA,Coffee,16.86,848.53,26.7,0,30.18,74.58,Crop Rotation,851.87,MEDIO
2005,USA,Sugarcane,9.6,2725.25,21.25,10,45.74,54.32,Drought-resistant Crops,374.27,MEDIO
2021,France,Barley,11.15,1225.86,5.87,8,99.34,46.26,Crop Rotation,686.19,BAIXO
2004,Australia,Sugarcane,14.15,984.19,25.26,6,49.52,80.04,Drought-resistant Crops,837.14,MEDIO
1993,Australia,Coffee,17.12,262.16,13.5,9,93.5,98.6,Drought-resistant Crops,826.85,MEDIO
2010,Australia,Wheat,22.99,440.47,13.84,2,19.44,92.61,Crop Rotation,992.54,MEDIO
1998,India,Soybeans,31.21,2932.19,27.33,9,65.32,55.41,Water Management,862.91,MEDIO
1993,Australia,Coffee,-3.65,2971.02,27.94,8,15.45,62.65,Organic Farming,270.88,MEDIO
2010,Canada,Rice,4.43,2363.73,13.64,3,60.5,91.21,Drought-resistant Crops,580.91,MEDIO
2016,Russia,Corn,25.74,2239.72,14.77,0,31.58,92.0,No Adaptation,168.19,MEDIO
2018,Brazil,Soybeans,11.29,1939.07,28.44,7,79.37,34.6,Water Management,381.8,MEDIO
2023,France,Vegetables,32.73,277.6,10.7,10,19.75,67.47,Water Management,1031.52,MEDIO
2016,Argentina,Barley,0.45,2180.57,13.81,8,35.62,96.26,Drought-resistant Crops,568.65,MEDIO
2015,Australia,Coffee,29.89,1869.25,5.68,6,73.89,73.53,Water Management,271.54,BAIXO
2019,India,Fruits,31.25,1003.01,18.26,2,24.86,55.11,Organic Farming,478.33,MEDIO
2012,Nigeria,Coffee,8.81,1849.13,23.15,2,99.67,72.31,Water Management,761.1,MEDIO
1998,India,Cotton,23.28,2118.05,3.33,3,13.16,44.14,No Adaptation,1097.09,BAIXO
2004,Australia,Coffee,29.88,2996.1,0.62,4,23.43,90.1,Drought-resistant Crops,996.17,BAIXO
1996,India,Barley,15.63,2219.75,4.84,0,35.81,54.21,Crop Rotation,1771.36,BAIXO
1995,Australia,Wheat,3.97,506.31,6.02,9,29.63,90.05,Organic Farming,226.74,BAIXO
2016,Canada,Rice,22.58,2875.39,28.34,8,56.92,71.19,No Adaptation,180.19,MEDIO
1995,China,Sugarcane,24.72,1558.83,24.28,7,30.85,39.66,Crop Rotation,687.9,MEDIO
2015,Brazil,Wheat,22.14,1736.66,24.2,6,90.62,54.79,Crop Rotation,693.32,MEDIO
2020,India,Wheat,0.71,2496.96,8.08,6,41.04,88.93,No Adaptation,997.4,BAIXO
2006,USA,Cotton,31.32,1666.8,24.54,7,47.39,90.23,No Adaptation,1030.37,MEDIO
2014,India,Barley,-0.91,872.85,10.18,10,55.49,34.21,Crop Rotation,158.06,MEDIO
2017,Russia,Rice,7.34,586.35,7.0,10,88.96,45.82,Drought-resistant Crops,436.71,BAIXO
1990,China,Vegetables,19.12,2318.47,19.93,3,92.44,84.48,Drought-resistant Crops,1841.93,MEDIO
2010,Russia,Soybeans,13.83,676.04,18.37,5,94.24,56.49,Organic Farming,276.65,MEDIO
2019,Russia,Coffee,19.99,635.73,25.14,5,15.77,38.79,Organic Farming,1523.16,MEDIO
1995,India,Barley,30.42,2754.27,17.76,3,21.53,54.76,Organic Farming,463.87,MEDIO
2019,USA,Vegetables,2.89,1197.05,6.36,4,14.84,90.5,No Adaptation,635.84,BAIXO
2013,China,Vegetables,24.4,2752.43,22.32,1,33.68,52.87,Organic Farming,661.27,MEDIO
2015,USA,Coffee,5.02,2764.18,23.96,8,66.91,45.61,Organic Farming,295.42,MEDIO
1990,India,Cotton,15.74,1928.01,17.4,0,51.18,76.31,Crop Rotation,1072.92,MEDIO
1996,USA,Barley,10.55,486.54,19.44,1,55.73,95.77,Crop Rotation,792.88,MEDIO
2020,Brazil,Coffee,9.06,285.16,24.93,0,20.69,34.06,Drought-resistant Crops,707.91,MEDIO
2004,Canada,Corn,20.92,2128.17,13.98,1,35.11,40.68,No Adaptation,598.19,MEDIO
2013,USA,Wheat,31.78,2541.27,2.05,2,81.99,70.86,Crop Rotation,121.41,BAIXO
1998,Russia,Barley,12.05,1116.77,15.22,9,77.48,89.61,Organic Farming,1061.5,MEDIO
1996,France,Wheat,4.53,2578.74,24.56,9,26.24,55.4,Crop Rotation,299.03,MEDIO
2022,China,Fruits,22.39,2280.55,22.39,1,93.29,39.24,Water Management,468.18,MEDIO
2012,France,Coffee,2.11,2478.05,21.49,10,87.28,38.28,No Adaptation,461.64,MEDIO
1992,Argentina,Wheat,33.86,967.1,23.97,3,85.62,61.49,Drought-resistant Crops,1230.91,MEDIO
2011,Australia,Barley,-0.74,431.38,21.1,6,13.68,79.08,Crop Rotation,210.75,MEDIO
1996,Nigeria,Sugarcane,6.96,669.77,11.43,6,52.92,33.49,Crop Rotation,852.17,MEDIO
2000,USA,Rice,25.01,2388.23,3.1,1,29.09,44.87,Water Management,485.17,BAIXO
2014,France,Corn,21.82,833.64,14.89,10,99.51,89.87,Crop Rotation,1068.95,MEDIO
2018,Brazil,Wheat,14.28,2994.39,18.02,4,72.3,66.42,Drought-resistant Crops,185.77,MEDIO
